branch_id_1	branch_id_2	branch_id_3	branch_id_4	dist_bl	dist_node_num	branch_num_fg_beak	branch_num_fg_fork	branch_num_fg_pink	branch_num_fg_red	branch_num_fg_stem_beak	branch_num_fg_stem_fork	branch_num_fg_stem_pink	branch_num_fg_stem_red	branch_num_fg_stem_tube	branch_num_fg_stem_yellow	branch_num_fg_tube	branch_num_fg_yellow	branch_num_mg_beak	branch_num_mg_fork	branch_num_mg_pink	branch_num_mg_red	branch_num_mg_tube	branch_num_mg_yellow	is_fg_beak	is_fg_fork	is_fg_pink	is_fg_red	is_fg_tube	is_fg_yellow	is_mf_beak	is_mf_fork	is_mf_pink	is_mf_red	is_mf_tube	is_mf_yellow	is_mg_beak	is_mg_fork	is_mg_pink	is_mg_red	is_mg_tube	is_mg_yellow	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	N_sub_3	N_sub_4	S_sub_1	S_sub_2	S_sub_3	S_sub_4	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
10	19	100	120	0.1130	15	4	1	1	1	0	1	0	1	0	0	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	52476.7901	1.0910	3388226.5714	0.0968	0.0970	0.0000	68291.1550	1.3960	3492812.2178	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48853.4847		0.0004	0.0000	3.9998	6.0047	5.0000	3.3099	1.0986	2.0411	0.9989	0.9801	2.9929	0.0001	2.9928	0.0000	0.0000	0.0000	2.9929	0.0001	2.9928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	35	100	120	0.1031	15	4	2	1	1	0	2	1	1	0	0	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	50696.2652	1.0535	3376549.0182	0.1119	0.1121	0.0000	62862.6693	1.2832	3451637.6385	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48853.6988		0.0004	0.0000	3.9998	6.0003	5.0000	3.3099	1.0986	9.0593	0.9989	0.9801	2.9931	0.0001	2.9930	0.0000	0.0000	0.0000	2.9931	0.0001	2.9930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	38	100	120	0.1163	15	4	1	1	1	0	1	0	1	0	0	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	32601.8004	0.6789	1916413.7979	0.8374	0.0954	183.5087	38199.2336	0.7806	1985597.4089	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48853.4152		0.0004	0.0000	3.9998	9.0117	5.0000	3.3099	1.0986	12.8075	0.9989	0.9801	2.9928	0.0001	2.9927	0.0000	0.0000	0.0000	2.9928	0.0001	2.9927	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	60	100	120	0.1135	15	4	1	1	1	0	1	0	1	0	0	3	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	69668.2534	1.4916	6672115.2263	37125.6923	0.4430	20795464.4448	90245.4335	2.1642	5670347.0191	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	47199.0362		0.0004	0.0000	3.9998	2.7870	5.0000	3.3099	1.0986	1.0243	0.9989	0.9801	2.7808	0.0001	2.7807	0.5740	0.0000	0.5740	2.2067	0.0001	2.2067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	89	100	120	0.1122	15	4	1	1	1	0	1	1	1	0	0	3	3	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	56408.1729	1.1740	3414151.8785	0.0960	0.0962	0.0000	75300.1874	1.5425	3485672.8393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48853.2790		0.0004	0.0000	3.9998	5.0000	5.0000	3.3099	1.0986	5.0645	0.9989	0.9801	2.9926	0.0001	2.9925	0.0000	0.0000	0.0000	2.9926	0.0001	2.9925	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	89	100	135	0.1156	12	3	1	1	1	0	1	1	1	0	1	3	4	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	0.0000	0.0000	0.0000	inf	0.0000	inf	78305.2326	0.0000	3705091.3018	0.0000	0.0000	0.0000	89106.3684	0.0000	3817875.8649	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf		0.0005	0.0000	3.9998	5.0000	5.0000	3.0055	1.0986	5.0645	0.9989	1.0017	2.9992	0.0000	2.9992	0.0000	0.0000	0.0000	2.9992	0.0000	2.9992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22	26	46	115	0.1174	13	4	0	1	2	0	0	0	1	0	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	11587.6157	0.0394	627235.1432	31.1224	0.0014	1479.9388	12223.6494	0.0415	666737.5417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	299382.0163		0.0005	0.0000	7.0095	8.0000	10.0777	3.9622	2.0389	2.9991	5.8868	0.7361	2.9957	0.0000	2.9957	0.0004	0.0000	0.0004	2.9953	0.0000	2.9953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000
26	27	46	115	0.1442	20	4	0	1	2	0	0	0	1	0	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	13798.8389	0.0472	807069.9177	18.0784	0.0009	2538.2670	15201.0094	0.0520	839258.1205	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	297169.4519		0.0005	0.0000	8.0000	5.9906	10.0777	3.9622	2.9991	5.7199	5.8868	0.7361	2.9740	0.0000	2.9740	0.0004	0.0000	0.0004	2.9736	0.0000	2.9736	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000
26	46	75	115	0.1174	9	4	0	1	2	0	0	0	1	0	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	13859.2692	2.4569	867645.3332	23.5875	0.1181	3386.6846	15644.2427	2.7618	912735.7931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5731.4437		-0.0000	0.0000	8.0000	10.0777	5.2021	3.9622	2.9991	5.8868	0.1025	0.7361	2.9921	0.0005	2.9915	0.0006	0.0000	0.0006	2.9915	0.0005	2.9910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
26	46	110	115	0.1634	17	4	0	1	2	1	0	1	1	0	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	11226.9173	16.0506	681889.8253	10.5101	0.2675	1424.1927	12870.0742	18.3877	722182.6546	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	710.1623		-0.0037	0.0000	8.0000	10.0777	6.4382	3.9622	2.9991	5.8868	1.1432	0.7361	2.9684	0.0042	2.9643	0.0004	0.0000	0.0003	2.9681	0.0042	2.9639	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
